COUNT	LENGTH	DATA
5	8	registry
4	21	registerWithRegistrar
4	18	registrarForPlugin
1	21	FLTFirebaseAuthPlugin
1	21	FLTFirebaseCorePlugin
1	26	FLTFirebaseFirestorePlugin
1	20	FLTImagePickerPlugin
1	21	FlutterPluginRegistry
1	25	GeneratedPluginRegistrant
1	8	NSObject
1	15	cloud_firestore
1	13	firebase_auth
1	13	firebase_core
1	16	image_picker_ios
1	20	registerWithRegistry
